x1107,x1108,x1109,x1110,x1111,x1112,x1113,x1114,x1115,x1116,x1117,x1118,x1131,x1135,x1138
26,1,26,26,21,26,26,1,1,1,27,26,22,18,26
10,31,11,11,1,11,11,1,1,1,11,11,22,15,11
25,15,25,25,1,8,25,33,1,1,26,1,1,33,25
23,9,22,24,19,24,24,30,16,25,22,8,25,3,22
26,24,26,26,21,26,26,19,19,24,27,26,24,1,26
14,1,15,15,19,15,15,1,1,1,15,15,3,15,15
1,1,8,8,4,8,8,1,1,1,8,8,1,15,8
4,9,20,20,15,20,20,24,33,9,20,20,9,19,20
7,6,8,8,1,8,8,20,6,33,8,8,31,1,8
7,1,8,8,1,8,8,1,1,1,8,8,1,15,8
12,1,13,13,8,13,13,1,1,1,13,13,1,3,13
16,1,17,17,12,17,17,1,1,1,17,26,3,1,17
7,32,8,8,4,8,8,1,1,1,8,8,15,1,8
30,1,30,30,1,30,30,1,1,1,31,30,1,3,30
1,24,14,23,1,14,23,1,1,1,14,23,24,19,14
1,1,17,17,18,17,17,1,1,1,17,1,1,3,17
22,1,23,23,18,21,4,1,1,1,23,23,15,1,23
33,12,21,21,1,21,21,1,1,1,21,21,1,3,21
1,3,23,23,1,23,23,22,1,24,2,23,1,3,23
1,18,1,17,12,17,17,1,13,9,17,1,3,24,17
12,1,13,13,1,13,13,1,1,6,13,1,1,24,13
4,20,6,6,14,6,6,1,1,20,6,1,6,1,19
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
7,1,8,8,1,8,8,1,1,1,8,1,1,15,8
7,32,8,8,1,8,8,1,1,32,8,8,1,3,8
20,9,21,21,1,21,21,21,1,1,21,21,1,3,21
2,22,3,21,6,11,3,12,1,22,3,3,12,22,3
4,36,6,6,27,6,33,20,1,20,6,6,35,1,6
16,3,17,17,12,12,17,22,22,3,17,17,3,13,17
16,1,17,17,12,17,17,1,1,22,17,17,1,3,17
18,1,19,19,14,19,19,1,1,1,19,1,1,3,19
26,1,26,26,21,26,26,1,1,1,27,26,4,24,26
1,36,7,7,3,7,7,31,1,1,1,7,35,1,7
13,24,14,14,18,14,23,28,24,6,14,1,24,1,14
3,24,4,4,15,4,23,21,21,24,4,4,24,21,4
13,16,14,14,9,14,14,1,1,16,14,1,1,3,14
18,1,1,19,14,19,19,1,31,20,1,19,1,3,19
23,1,24,24,19,24,24,1,1,1,24,24,1,3,24
1,1,29,29,23,29,29,1,1,1,30,29,1,15,29
16,1,17,17,12,17,17,1,12,21,17,17,1,6,17
1,25,15,15,4,15,20,1,1,1,15,15,1,3,15
7,25,1,14,19,24,24,22,1,25,14,24,15,22,24
12,21,13,13,8,13,13,1,1,21,13,1,1,6,13
7,1,8,8,4,8,8,1,1,9,1,1,6,1,8
1,27,8,8,1,8,8,1,33,27,8,8,1,27,8
13,25,14,14,19,14,24,22,22,25,14,1,25,1,14
1,24,29,29,23,29,29,36,24,36,30,29,9,36,29
7,1,8,8,4,8,8,1,1,1,8,8,1,4,8
7,33,8,8,1,8,8,1,1,33,8,8,1,12,8
26,15,26,26,21,26,26,1,1,15,27,26,1,3,26
19,24,20,20,1,20,20,1,1,1,20,20,1,6,20
13,1,14,14,9,14,14,1,1,1,14,1,3,1,14
23,25,14,14,19,14,14,1,1,1,14,14,25,22,14
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
16,28,17,17,1,26,26,3,28,3,17,26,18,22,26
1,8,6,6,3,17,7,1,21,20,6,6,6,8,29
12,1,13,13,8,13,13,1,1,1,13,13,1,3,13
7,15,8,8,4,8,8,3,3,15,8,8,31,1,8
1,1,26,26,21,26,26,1,1,1,27,26,24,1,26
29,1,29,29,23,29,29,1,1,1,30,29,1,6,29
16,12,17,17,12,17,17,1,1,2,17,17,12,24,17
29,8,29,29,23,29,29,1,1,1,30,19,8,1,29
23,25,17,17,19,2,24,3,3,18,24,24,25,3,17
26,1,26,26,1,26,26,1,1,1,27,26,22,1,26
26,1,26,26,21,26,26,1,1,1,27,26,1,6,26
22,24,14,14,1,14,14,1,25,24,14,14,24,3,14
1,1,14,14,1,14,21,1,1,1,14,1,22,18,14
19,21,6,6,15,25,20,20,1,1,6,6,21,1,6
1,1,8,8,1,13,13,1,1,1,8,8,14,1,8
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
30,1,30,30,1,30,30,1,1,1,31,30,1,3,30
4,1,6,6,1,6,6,1,1,1,6,6,1,10,6
34,1,33,33,27,33,33,1,1,1,35,7,1,15,33
1,1,21,21,1,21,21,1,1,1,21,21,1,15,21
12,24,13,13,18,13,14,18,18,24,13,1,21,6,13
30,23,26,26,1,30,26,15,1,1,27,26,23,32,26
2,1,3,3,1,3,11,1,1,1,3,3,1,22,3
22,24,14,14,18,14,14,1,1,15,6,1,1,24,14
7,32,8,8,1,8,8,1,1,32,8,1,22,33,8
14,16,14,15,1,15,15,1,1,16,1,1,15,1,15
19,1,20,20,15,20,20,1,1,1,20,20,22,14,20
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
26,28,3,26,21,18,26,18,18,3,27,1,27,1,3
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
23,25,14,14,19,14,14,1,1,25,14,14,15,25,1
19,21,21,20,15,21,21,18,12,21,21,21,21,3,21
20,4,21,21,16,21,21,1,1,4,21,1,1,6,21
11,6,1,6,7,19,12,13,13,1,6,6,13,1,6
16,1,17,17,12,17,17,1,1,3,17,17,1,3,17
30,1,30,30,24,30,30,1,1,1,31,30,1,3,30
16,1,17,17,1,17,29,1,12,22,17,17,3,31,17
7,1,8,8,4,8,8,1,1,1,8,1,1,3,8
11,1,12,12,1,12,12,1,1,20,12,12,1,20,12
31,1,28,28,25,28,28,1,1,1,29,28,1,33,28
6,1,1,7,15,7,7,1,1,31,7,7,15,18,7
14,18,14,14,10,15,15,12,19,18,14,1,16,32,14
25,1,25,25,20,25,25,1,1,1,26,1,32,1,25
11,1,12,12,3,12,12,1,1,1,12,12,3,1,12
30,9,30,30,1,30,30,23,1,9,31,1,1,3,30
23,15,24,24,19,24,24,1,15,1,24,24,15,1,24
13,26,14,14,9,14,14,1,1,1,14,14,1,3,14
1,16,14,14,9,14,14,1,1,1,14,14,1,19,14
1,1,26,26,21,26,26,1,1,1,27,1,12,15,26
13,16,14,14,18,14,12,1,1,16,14,14,1,24,14
23,28,24,24,19,24,24,1,1,28,24,1,1,28,24
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
22,12,23,23,18,23,23,6,18,12,23,23,1,3,23
1,1,21,21,1,21,21,1,1,1,21,21,1,15,21
1,12,21,21,16,21,21,18,18,12,21,21,1,12,21
11,1,12,12,7,12,12,1,1,1,12,12,1,20,12
4,1,14,14,9,14,14,1,1,1,14,14,1,22,14
22,1,23,23,18,23,23,1,1,1,23,1,6,1,23
23,1,24,24,19,24,24,1,1,1,24,24,22,15,24
14,1,15,15,1,15,15,1,1,1,15,1,1,6,15
13,19,14,14,9,14,14,1,1,1,14,14,19,1,14
2,16,3,3,10,3,14,15,22,6,3,21,1,16,3
13,25,14,14,19,14,24,1,1,25,14,14,15,25,1
23,1,24,24,19,17,24,1,1,1,24,24,1,6,24
26,1,26,26,21,26,26,1,1,1,27,26,18,15,26
1,1,18,18,13,18,18,1,1,1,18,18,1,22,18
28,26,28,28,10,28,14,1,1,1,29,1,25,15,28
26,1,26,26,21,26,26,1,1,1,27,1,3,1,26
13,1,14,14,9,14,14,1,1,1,14,14,1,9,14
11,1,12,12,7,12,12,1,1,1,12,12,3,1,12
3,15,4,4,2,4,4,21,16,15,4,1,15,22,4
16,1,17,17,12,17,17,1,1,1,17,17,1,10,17
20,1,21,21,16,21,21,1,1,3,21,21,1,15,21
1,1,14,14,9,14,14,1,1,1,14,14,1,19,14
2,15,3,3,9,3,14,22,22,15,3,3,15,18,3
13,28,14,14,21,14,14,1,1,28,14,14,27,22,14
11,1,12,12,7,12,12,1,1,1,12,1,1,3,12
13,1,14,14,1,14,14,1,1,1,14,1,1,8,14
1,36,20,20,27,18,33,15,31,36,20,1,35,5,20
26,28,23,26,21,26,26,19,1,1,23,23,24,1,26
1,1,1,29,23,29,29,1,8,1,30,29,1,9,29
26,35,26,26,21,26,26,1,1,1,27,1,1,3,26
17,1,18,18,13,18,18,1,1,1,18,1,1,3,18
23,33,24,24,19,24,24,9,32,30,24,24,27,1,24
12,33,13,13,1,13,13,1,9,33,13,13,15,1,13
10,3,11,11,6,11,11,1,1,3,11,11,22,1,11
1,28,3,3,21,26,26,1,22,28,3,1,27,1,3
19,22,20,20,15,20,20,1,1,22,20,20,12,22,20
11,13,26,26,1,26,26,22,22,13,27,26,13,19,26
30,9,30,30,1,30,30,4,4,9,31,30,21,1,30
13,16,14,14,10,15,15,1,1,16,14,14,15,3,15
1,24,14,14,9,14,14,25,1,6,14,1,1,24,14
1,1,11,11,6,11,11,1,1,1,11,11,6,1,11
22,6,23,23,1,23,23,25,6,25,23,23,6,1,23
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
1,24,21,21,16,21,21,15,1,24,21,21,1,3,21
29,24,29,29,18,29,23,1,1,24,30,29,24,22,29
26,1,26,26,21,26,26,1,1,1,27,1,1,3,26
11,1,12,12,7,12,12,1,1,1,12,1,18,1,12
18,6,19,19,14,6,19,1,1,6,19,19,1,3,19
23,1,24,24,1,24,24,1,1,1,24,24,31,15,24
13,1,14,14,9,14,14,1,1,1,14,14,1,22,14
14,1,15,15,1,15,15,1,1,1,15,15,25,1,15
20,1,21,21,16,21,21,1,1,1,21,1,1,12,21
1,1,15,15,1,15,15,1,1,1,15,15,1,3,15
4,14,6,6,1,6,6,20,20,14,6,1,1,14,6
22,19,23,23,18,23,23,1,1,2,23,1,1,15,23
26,1,26,26,21,26,26,1,1,1,27,1,1,15,26
26,1,26,26,21,26,26,1,1,1,27,26,1,12,26
13,1,14,14,9,24,14,1,1,1,14,14,15,3,1
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
7,1,8,8,4,16,8,1,1,1,8,8,17,1,8
7,1,8,8,4,8,8,1,1,1,8,8,1,22,8
22,1,23,23,1,23,23,1,1,1,23,1,15,3,23
7,1,8,8,4,8,8,1,1,1,8,8,1,24,8
4,36,6,6,27,6,33,20,31,36,6,6,35,1,6
7,33,8,31,4,8,8,1,27,9,32,31,9,1,31
26,19,26,26,21,26,26,1,1,19,27,26,19,1,26
20,14,21,21,16,21,13,1,1,14,21,21,18,14,21
30,32,8,30,1,8,20,21,32,21,8,1,31,21,8
16,18,3,3,12,3,3,1,1,1,3,1,18,1,3
26,1,26,26,21,26,26,1,1,1,27,6,1,3,26
1,28,18,18,13,18,18,4,1,1,18,1,1,15,18
26,1,26,26,21,26,26,1,1,1,27,26,3,15,26
10,1,17,17,6,2,19,1,1,12,17,1,20,12,17
11,13,23,12,1,12,33,36,1,1,23,23,24,36,12
1,19,26,26,13,26,26,1,1,1,27,26,19,16,26
13,24,14,14,18,23,23,25,1,6,14,14,1,24,14
1,1,19,19,14,19,19,1,1,10,19,19,1,8,19
16,12,17,17,6,17,17,15,12,15,17,17,12,1,17
7,1,8,8,4,8,8,1,1,1,8,8,1,22,8
14,4,15,15,2,15,23,1,1,1,15,15,24,1,15
20,26,21,21,16,21,21,1,1,1,21,21,1,3,21
1,12,28,28,6,20,20,19,1,1,29,13,21,16,28
23,15,24,24,19,24,24,1,1,15,24,24,15,1,24
2,18,3,3,1,3,3,1,1,18,3,21,1,15,3
22,21,23,23,15,23,14,1,1,21,23,23,21,1,23
1,1,17,17,12,17,17,1,1,1,17,17,3,1,17
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
1,16,14,14,1,14,15,1,1,1,14,1,16,1,14
23,25,14,14,19,14,14,1,1,25,14,1,25,1,14
1,1,15,15,1,15,15,1,1,1,15,15,1,15,15
30,1,30,30,1,30,30,1,1,1,31,1,1,3,30
26,24,26,26,21,26,26,19,19,24,27,26,15,1,26
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
7,1,8,8,4,8,8,1,1,1,8,1,1,4,8
2,19,3,3,1,3,3,22,22,19,3,1,19,22,3
22,15,23,23,18,23,23,3,1,2,23,23,1,3,23
1,1,26,26,21,26,26,1,1,1,27,26,3,1,26
26,26,26,26,21,26,26,15,15,35,27,26,1,3,26
22,12,23,23,18,23,23,1,1,1,23,23,1,18,23
1,1,29,29,23,29,29,1,1,1,30,1,1,15,29
1,1,8,8,4,8,8,1,1,1,8,8,4,1,8
6,1,7,7,3,17,7,1,1,1,7,7,1,18,7
3,1,4,4,2,4,4,1,1,1,4,4,1,3,4
7,1,8,8,1,6,8,1,1,1,8,8,1,32,8
26,1,26,26,21,26,26,1,1,1,27,1,1,15,26
13,24,14,23,1,14,23,1,25,15,23,1,24,18,14
18,23,19,19,14,19,19,6,6,13,19,19,1,6,19
12,1,13,13,1,13,13,1,1,1,13,13,1,15,13
22,1,23,23,18,23,23,1,1,1,23,23,1,3,23
26,1,26,26,21,26,26,1,1,1,27,1,9,15,26
26,1,26,26,21,26,26,1,1,1,27,1,19,15,26
1,19,14,14,13,3,18,26,35,6,14,1,19,1,14
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
1,3,6,6,25,29,31,15,33,15,6,1,32,3,6
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
12,20,13,13,8,13,13,1,6,20,13,13,1,3,13
13,1,14,14,9,14,14,1,1,1,14,14,1,32,14
1,9,30,30,1,30,30,28,28,9,31,1,1,3,30
1,1,26,26,1,26,26,1,1,1,27,26,3,6,26
2,23,3,3,1,14,3,22,22,23,3,1,1,15,3
1,18,11,11,1,11,11,3,3,18,11,1,18,3,11
16,1,17,17,7,17,12,1,13,21,17,17,21,13,17
1,30,15,15,10,15,15,1,1,30,15,15,6,15,15
20,18,21,21,16,21,21,1,1,1,21,21,1,3,21
29,1,29,29,23,29,29,1,1,1,30,1,31,1,29
13,1,14,14,9,14,14,1,1,1,14,1,15,6,1
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
8,4,9,14,1,8,9,6,13,4,9,9,15,9,9
3,21,4,4,15,20,4,1,1,21,4,4,21,32,4
1,24,21,21,16,21,21,19,12,24,21,21,3,24,21
18,10,19,19,14,19,19,1,13,10,19,1,1,3,19
12,20,13,13,8,13,13,5,20,5,13,13,1,3,13
16,1,17,17,12,17,17,1,19,12,17,17,3,6,17
1,1,26,26,21,26,26,1,1,1,27,26,1,3,26
26,9,26,26,4,8,26,6,24,9,27,26,9,1,26
1,32,8,8,24,24,8,1,1,32,8,1,1,15,8
1,1,29,29,23,29,29,1,9,18,30,1,1,15,29
30,1,30,30,1,30,30,1,1,1,31,30,1,15,30
1,24,3,3,18,23,3,18,1,1,3,3,24,1,3
7,1,8,8,1,8,8,1,1,1,8,8,4,1,8
26,19,26,26,13,26,31,1,1,19,27,1,1,3,26
30,9,30,30,1,30,30,1,1,9,31,30,9,6,30
11,1,12,12,7,12,12,1,1,1,12,12,1,6,12
7,1,8,8,4,8,8,1,1,1,8,8,1,17,8
1,1,33,33,27,33,33,1,1,1,35,1,1,15,33
1,1,12,12,1,12,12,1,1,1,12,12,1,3,12
13,16,14,14,1,14,14,1,1,1,14,14,3,16,14
19,1,20,20,15,20,20,1,1,1,20,20,3,6,20
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
23,15,24,24,19,17,24,34,15,34,24,24,18,15,24
33,3,17,17,12,17,17,1,1,3,17,17,22,1,17
23,6,24,24,19,24,24,15,15,25,6,6,6,1,24
13,3,14,14,9,14,14,1,1,3,14,1,3,1,14
13,4,14,14,9,3,14,1,30,4,14,1,4,1,14
13,1,14,14,19,14,14,1,1,1,14,14,25,1,14
1,16,24,24,19,24,24,1,1,16,24,24,1,16,24
19,1,20,20,15,20,20,1,1,1,20,1,1,6,20
23,12,24,24,1,24,24,15,15,25,11,1,15,8,24
29,1,1,29,23,6,29,1,1,1,30,1,6,1,29
1,1,17,17,12,2,17,1,1,1,17,17,1,3,17
20,33,21,21,1,6,21,1,14,33,21,1,1,6,21
16,3,17,17,12,17,17,1,1,2,17,1,3,9,17
16,3,17,17,12,17,17,1,1,3,17,17,1,22,17
33,1,14,14,9,14,14,9,1,1,14,14,1,25,14
14,1,15,15,1,15,15,1,1,1,15,15,15,1,15
18,31,19,19,14,19,19,21,21,31,19,19,1,15,19
20,4,21,21,1,21,21,12,4,22,11,21,13,12,21
1,16,17,3,6,11,11,3,1,1,1,1,3,14,17
23,19,24,24,19,24,24,15,19,1,24,24,1,15,24
16,1,17,17,12,17,17,1,1,3,17,17,1,3,17
13,1,14,14,9,14,14,1,1,1,14,1,1,6,14
26,3,26,26,21,26,26,22,22,3,27,26,1,3,26
30,1,30,30,24,30,30,1,1,9,31,23,1,3,30
1,13,24,24,1,14,24,24,21,13,24,24,15,1,24
1,18,21,21,12,21,2,1,12,18,21,21,18,1,21
1,16,18,18,1,18,15,1,25,16,18,15,19,15,15
7,30,8,8,4,8,8,1,1,1,8,8,1,29,8
1,1,12,12,7,12,12,1,1,1,12,1,18,6,12
4,1,15,15,7,15,12,23,1,1,15,15,13,6,15
1,1,21,21,16,21,21,1,1,1,21,1,1,28,21
1,1,21,21,6,21,21,1,1,1,21,21,1,12,21
6,9,7,7,3,7,7,13,1,9,7,7,1,13,7
7,29,8,8,1,8,8,34,34,29,8,8,1,32,8
29,1,29,29,23,29,29,1,1,1,30,29,30,6,1
7,1,8,8,4,8,8,1,1,1,8,8,1,28,8
22,18,23,23,18,23,17,1,1,2,23,1,33,1,23
16,3,17,17,4,17,8,22,1,2,17,1,9,22,17
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
1,1,5,5,1,5,5,20,1,1,5,5,6,20,5
7,1,8,8,4,8,8,1,1,1,8,8,1,22,8
26,12,26,26,21,26,3,19,1,1,27,26,3,1,26
22,13,23,23,18,23,23,1,1,2,23,1,3,1,23
13,1,14,14,9,14,14,1,1,1,14,13,25,1,14
14,4,15,15,10,15,15,1,30,4,15,15,1,4,15
19,21,14,21,15,14,20,24,25,21,14,14,21,1,14
34,1,33,33,1,33,33,1,1,36,1,34,3,6,33
23,23,24,24,19,24,24,1,1,1,24,24,1,23,24
13,1,14,14,9,14,14,1,1,1,14,1,15,3,1
13,1,14,14,9,24,14,1,1,1,14,1,1,3,14
8,1,7,19,14,7,7,1,1,1,7,7,20,10,7
13,1,14,14,9,13,14,1,1,1,14,14,1,3,14
13,1,14,14,1,14,14,1,1,1,14,14,1,3,14
1,18,25,25,20,25,25,5,11,1,26,25,1,18,25
30,1,30,30,1,30,30,1,1,1,31,30,1,3,30
19,21,21,21,15,20,20,12,12,21,21,21,21,1,21
13,1,14,14,9,14,14,1,1,1,14,14,15,16,1
16,3,17,17,12,17,17,1,3,22,17,17,3,1,17
29,22,29,29,23,29,29,20,20,22,30,29,1,13,29
11,33,9,9,7,31,31,36,20,33,9,9,10,33,33
2,22,11,11,1,33,11,1,1,22,11,11,25,22,11
10,22,11,11,1,11,11,3,18,22,11,11,1,3,11
30,1,30,30,1,30,30,1,1,1,31,30,1,9,30
20,1,21,21,16,21,21,1,1,1,21,1,1,15,21
1,18,3,3,4,3,3,1,1,18,3,3,18,9,3
22,1,23,23,18,23,23,1,1,1,23,1,1,22,23
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
1,1,31,31,1,31,31,1,1,1,32,31,1,21,31
34,1,33,33,27,33,33,1,1,5,35,34,1,3,33
13,1,14,14,18,14,14,1,1,1,14,14,24,1,14
1,1,28,28,22,28,30,1,1,1,29,1,26,32,28
1,28,30,30,1,30,30,9,1,28,31,30,1,9,30
10,18,11,11,6,11,11,3,1,18,11,1,22,18,11
2,36,3,3,1,3,3,18,18,36,3,3,1,18,3
30,9,30,30,1,8,8,4,1,9,31,30,9,27,30
1,19,26,26,13,26,26,24,24,19,27,26,19,25,26
2,9,3,3,12,3,17,15,1,1,3,1,18,1,3
16,1,17,17,12,17,17,1,1,12,17,17,1,12,17
26,1,26,26,21,26,26,1,1,1,27,26,1,21,26
20,4,21,21,16,21,21,15,4,15,21,21,1,4,21
31,1,31,31,25,31,31,1,1,1,32,31,6,9,31
18,1,19,19,14,19,19,1,1,1,19,19,6,15,19
22,1,23,23,1,23,23,1,1,1,23,23,1,22,23
2,22,3,3,1,3,3,1,12,22,3,1,1,6,3
26,13,26,26,7,26,12,32,1,13,27,26,13,1,26
10,22,11,6,6,21,11,18,6,22,11,11,22,1,11
1,1,2,5,1,5,5,1,1,5,2,5,1,18,5
13,1,14,14,9,30,14,1,1,1,14,14,15,32,1
13,15,1,14,19,6,24,1,1,1,14,9,25,6,14
2,22,3,3,1,3,3,1,1,22,3,3,13,1,3
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
20,12,21,21,1,21,21,18,1,12,21,21,12,1,21
4,13,6,6,1,6,6,21,20,13,6,12,1,15,6
30,6,30,30,1,30,30,24,1,1,31,1,3,1,30
13,33,14,14,18,14,23,18,1,1,14,14,24,3,14
26,1,26,26,21,26,26,1,1,1,27,1,1,15,26
30,9,30,30,1,30,30,1,1,9,31,30,3,9,30
31,18,31,10,25,31,31,6,1,1,1,31,1,11,31
7,29,8,8,4,8,8,27,1,29,8,8,1,29,8
29,1,29,29,23,29,29,1,1,1,30,29,1,19,29
16,1,17,17,12,17,17,1,1,1,17,1,1,3,17
1,1,4,4,2,4,4,1,1,1,4,4,15,1,4
13,1,14,14,9,14,14,1,1,1,14,1,15,25,1
13,15,18,14,13,14,14,24,24,15,18,1,15,28,18
19,29,20,20,15,20,20,15,1,1,28,27,15,29,20
12,33,13,13,1,13,13,1,1,1,13,1,1,3,13
23,28,24,24,19,24,24,23,23,28,24,24,15,1,24
7,9,14,8,4,8,8,33,1,1,14,14,22,9,14
13,24,14,14,18,14,23,16,16,24,14,1,1,24,14
26,1,26,26,21,26,26,1,1,1,27,1,6,1,26
12,21,13,13,8,13,13,20,21,20,13,1,1,15,13
13,1,14,14,9,14,14,1,1,1,14,1,15,3,1
12,33,13,13,1,13,13,5,1,1,13,13,9,1,13
13,1,14,14,9,14,14,1,1,1,14,14,15,3,1
20,18,21,21,16,21,21,1,1,18,21,21,1,18,21
22,1,23,23,1,23,23,1,1,1,23,1,15,6,23
16,1,17,17,12,17,17,1,1,1,17,17,1,3,17
13,16,14,14,10,14,15,28,1,1,14,14,16,1,14
26,1,26,26,1,26,26,1,1,1,27,1,19,1,26
16,12,17,17,12,17,17,1,1,12,17,17,1,3,17
7,1,8,14,1,8,8,1,1,1,8,1,15,22,8
1,28,23,23,21,23,23,19,1,1,23,23,4,28,23
20,1,21,21,16,21,21,1,1,1,21,21,3,1,21
1,13,1,12,7,12,12,1,12,18,12,17,18,15,12
12,1,13,13,1,13,13,1,1,1,13,13,1,10,13
20,19,21,21,1,21,21,12,19,12,21,21,1,19,21
23,3,24,24,19,24,24,22,1,1,24,24,15,16,24
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
13,1,14,14,4,14,14,1,1,1,14,14,1,3,14
11,1,12,12,7,12,12,1,1,21,12,1,1,12,12
7,1,8,8,4,8,8,1,1,1,8,8,1,4,8
17,1,18,18,1,18,18,1,1,28,18,18,1,15,18
13,1,14,14,9,14,12,1,1,1,14,14,1,3,14
3,1,4,4,2,4,4,1,1,1,4,4,1,15,4
13,1,14,14,9,14,14,1,1,1,14,1,1,16,14
4,1,6,6,20,6,31,22,3,1,6,1,22,1,6
16,1,17,17,12,17,17,1,1,1,17,17,12,1,17
1,4,15,15,10,15,15,23,23,30,15,1,4,1,15
14,16,1,15,10,15,15,32,1,1,15,15,1,32,15
23,1,24,24,1,24,24,1,1,1,24,24,1,19,24
26,15,26,26,21,26,26,18,18,15,27,1,15,22,26
23,15,24,24,19,24,24,1,1,15,24,24,15,1,24
8,12,9,9,6,9,9,18,31,6,9,9,6,12,9
2,22,3,3,6,4,17,18,18,22,3,3,22,18,3
13,9,14,14,4,14,14,30,1,1,14,14,9,1,14
1,3,11,3,1,11,11,18,20,6,11,11,3,1,11
1,1,17,17,12,17,17,1,1,12,17,17,3,1,17
1,36,29,29,23,29,29,8,1,1,30,29,1,36,29
25,11,21,21,1,25,25,33,33,27,21,21,22,11,25
18,1,1,19,14,19,19,1,21,1,19,19,1,21,19
13,16,14,14,10,14,15,1,1,1,14,14,15,16,6
20,1,21,21,16,21,21,1,1,22,1,21,1,31,21
25,18,25,25,1,25,25,24,18,1,26,1,15,1,25
17,19,23,23,13,18,18,1,1,19,23,23,24,15,18
13,1,14,14,9,14,14,1,1,1,14,1,6,10,14
13,30,14,14,9,14,14,16,1,16,14,14,1,25,14
12,1,13,13,8,13,13,1,1,20,13,13,1,3,13
30,4,30,30,4,30,8,9,9,4,31,1,1,9,30
19,1,20,20,15,14,20,1,1,1,20,20,1,3,20
30,9,30,30,4,30,8,1,1,9,31,8,9,1,30
22,23,23,23,18,23,23,1,1,15,23,23,22,1,23
26,1,26,26,1,26,26,1,1,1,27,26,1,6,26
19,1,20,20,15,20,20,1,1,1,20,1,15,1,20
7,15,8,8,4,8,8,1,1,15,8,8,15,1,8
1,1,29,29,23,29,29,1,1,1,30,29,1,16,29
4,20,6,6,1,6,14,1,1,20,6,6,20,1,6
1,1,26,26,21,26,26,1,1,1,27,1,1,24,26
13,16,14,14,9,14,14,1,16,15,6,15,15,16,1
22,12,23,23,18,23,23,18,18,12,23,23,1,3,23
7,1,8,8,4,8,8,1,1,1,8,1,1,6,8
19,13,20,20,15,20,20,1,1,13,20,20,1,14,20
16,1,17,17,12,17,17,1,1,3,17,17,3,1,17
13,9,14,14,9,14,14,1,1,9,14,14,1,9,14
26,19,26,26,16,26,26,1,1,19,27,26,22,19,26
26,24,26,26,21,26,26,19,19,24,27,26,22,15,26
13,32,14,14,9,14,14,1,25,32,14,14,31,1,14
12,27,13,13,8,13,13,33,33,5,13,1,1,27,13
1,1,26,26,21,26,2,1,1,1,27,26,1,22,26
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
20,1,21,21,1,21,14,1,1,1,21,21,15,9,21
4,1,6,6,14,6,6,1,1,1,6,6,1,3,6
26,1,26,26,21,26,26,1,1,1,27,1,3,16,26
22,25,23,23,27,2,23,1,1,25,23,23,35,6,23
1,15,23,23,18,23,23,3,1,2,23,1,3,6,23
14,1,15,15,3,15,15,1,1,1,15,15,8,18,15
26,1,1,26,21,26,26,1,1,1,27,26,23,4,26
13,1,14,14,9,15,14,1,1,1,14,14,15,16,1
3,1,4,4,2,4,4,1,1,1,4,4,9,3,4
26,3,26,26,21,26,11,15,15,3,27,3,22,12,26
33,1,4,2,2,4,4,1,1,1,4,4,1,28,4
20,1,21,21,1,21,21,1,1,1,21,21,18,1,21
16,1,17,17,12,17,17,1,3,13,17,17,1,12,17
13,1,14,14,9,14,14,1,1,1,14,14,1,18,14
1,18,3,3,12,3,3,30,18,30,3,1,18,24,3
19,1,20,20,1,20,20,1,1,1,20,20,1,3,20
1,1,14,14,9,14,14,1,1,1,14,1,1,3,14
29,10,29,29,14,29,29,1,10,20,30,7,20,31,1
1,6,12,12,1,12,12,10,10,6,12,12,6,1,12
1,1,24,24,19,24,24,1,1,1,24,24,1,3,24
1,1,1,19,3,19,19,1,19,15,19,19,1,15,19
22,1,23,23,18,23,23,33,19,33,23,23,6,1,23
1,18,12,12,7,12,12,14,1,1,12,12,1,3,12
1,18,12,12,7,12,12,1,1,18,12,12,15,1,12
11,22,12,12,7,12,12,1,1,22,12,12,1,6,12
26,1,26,26,21,26,26,1,1,1,27,26,1,32,26
26,1,26,26,21,26,26,1,1,1,27,26,1,6,26
34,1,33,33,27,33,33,1,1,1,35,34,1,3,33
